run_name,kernel_type,seed,n_qubits,n_layers,entanglement,n_train,n_test,svm_c,rbf_gamma,train_kernel,initial_theta,maxiter,learning_rate,perturbation,n_trainable_params,train_time_sec,kernel_eval_time_sec,test_accuracy,optimal_value,optimizer_evals
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=0p01_seed=44,quantum_chebyshev,44,6,2,linear,200,100,0.01,,False,random,20,0.05,0.05,22,0.0,558.3355743350039,0.94,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=1p0_seed=43,quantum_chebyshev,43,8,1,linear,200,100,1.0,,False,random,20,0.05,0.05,15,0.0,666.5636523360008,0.94,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=100p0_seed=43,quantum_chebyshev,43,8,1,linear,200,100,100.0,,False,random,20,0.05,0.05,15,0.0,619.3372930449987,0.93,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=1p0_seed=45,quantum_chebyshev,45,6,1,linear,200,100,1.0,,False,random,20,0.05,0.05,11,0.0,334.326895952996,0.98,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=2_C=10p0_seed=46,quantum_chebyshev,46,2,1,linear,200,100,10.0,,False,random,20,0.05,0.05,3,0.0,81.07312966400059,0.76,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=2_C=100p0_seed=46,quantum_chebyshev,46,2,1,linear,200,100,100.0,,False,random,20,0.05,0.05,3,0.0,66.84091431400157,0.75,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=4_C=1p0_seed=46,quantum_chebyshev,46,4,1,linear,200,100,1.0,,False,random,20,0.05,0.05,7,0.0,153.95261349900102,0.79,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=100p0_seed=45,quantum_chebyshev,45,4,2,linear,200,100,100.0,,False,random,20,0.05,0.05,14,0.0,238.23401371199725,0.98,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=100p0_seed=44,quantum_chebyshev,44,6,2,linear,200,100,100.0,,False,random,20,0.05,0.05,22,0.0,462.4892105769977,0.98,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=2_C=10p0_seed=46,quantum_chebyshev,46,2,2,linear,200,100,10.0,,False,random,20,0.05,0.05,6,0.0,126.00392819599801,0.99,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=10p0_seed=45,quantum_chebyshev,45,6,1,linear,200,100,10.0,,False,random,20,0.05,0.05,11,0.0,331.89008920999913,0.99,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=2_C=100p0_seed=46,quantum_chebyshev,46,2,2,linear,200,100,100.0,,False,random,20,0.05,0.05,6,0.0,105.69743608999852,0.98,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=10p0_seed=44,quantum_chebyshev,44,6,2,linear,200,100,10.0,,False,random,20,0.05,0.05,22,0.0,549.9181691249978,0.98,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p1_seed=42,quantum_chebyshev,42,8,1,linear,200,100,0.1,,False,random,20,0.05,0.05,15,0.0,755.2467066219979,0.77,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=0p01_seed=46,quantum_chebyshev,46,4,2,linear,200,100,0.01,,False,random,20,0.05,0.05,14,0.0,270.0621603719992,0.81,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=0p1_seed=46,quantum_chebyshev,46,4,2,linear,200,100,0.1,,False,random,20,0.05,0.05,14,0.0,235.99663124000654,0.86,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=4_C=10p0_seed=46,quantum_chebyshev,46,4,1,linear,200,100,10.0,,False,random,20,0.05,0.05,7,0.0,169.42598911200184,0.8,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=100p0_seed=45,quantum_chebyshev,45,6,1,linear,200,100,100.0,,False,random,20,0.05,0.05,11,0.0,330.9666264579937,0.98,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p01_seed=42,quantum_chebyshev,42,8,1,linear,200,100,0.01,,False,random,20,0.05,0.05,15,0.0,781.467106862001,0.76,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=0p1_seed=45,quantum_chebyshev,45,6,2,linear,200,100,0.1,,False,random,20,0.05,0.05,22,0.0,455.28890023400163,0.87,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=1p0_seed=46,quantum_chebyshev,46,4,2,linear,200,100,1.0,,False,random,20,0.05,0.05,14,0.0,239.1260113429962,0.89,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=10p0_seed=42,quantum_chebyshev,42,8,1,linear,200,100,10.0,,False,random,20,0.05,0.05,15,0.0,800.0319749300033,0.92,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=0p01_seed=46,quantum_chebyshev,46,6,1,linear,200,100,0.01,,False,random,20,0.05,0.05,11,0.0,328.25727052199363,0.79,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=4_C=100p0_seed=46,quantum_chebyshev,46,4,1,linear,200,100,100.0,,False,random,20,0.05,0.05,7,0.0,178.1654221630015,0.83,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=0p01_seed=45,quantum_chebyshev,45,6,2,linear,200,100,0.01,,False,random,20,0.05,0.05,22,0.0,530.7846369170002,0.83,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=100p0_seed=42,quantum_chebyshev,42,8,1,linear,200,100,100.0,,False,random,20,0.05,0.05,15,0.0,827.4678330039969,0.91,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=10p0_seed=46,quantum_chebyshev,46,4,2,linear,200,100,10.0,,False,random,20,0.05,0.05,14,0.0,234.46983227100282,0.89,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=0p1_seed=46,quantum_chebyshev,46,6,1,linear,200,100,0.1,,False,random,20,0.05,0.05,11,0.0,349.7870079370041,0.78,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=1p0_seed=46,quantum_chebyshev,46,6,1,linear,200,100,1.0,,False,random,20,0.05,0.05,11,0.0,322.3286000510052,0.8,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p01_seed=44,quantum_chebyshev,44,8,1,linear,200,100,0.01,,False,random,20,0.05,0.05,15,0.0,795.7701181250013,0.83,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=4_C=100p0_seed=46,quantum_chebyshev,46,4,2,linear,200,100,100.0,,False,random,20,0.05,0.05,14,0.0,239.0755132129998,0.85,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=1p0_seed=44,quantum_chebyshev,44,8,1,linear,200,100,1.0,,False,random,20,0.05,0.05,15,0.0,735.3980975550003,1.0,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=1p0_seed=42,quantum_chebyshev,42,8,1,linear,200,100,1.0,,False,random,20,0.05,0.05,15,0.0,881.8223531549957,0.91,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=10p0_seed=45,quantum_chebyshev,45,6,2,linear,200,100,10.0,,False,random,20,0.05,0.05,22,0.0,457.80426036000426,0.96,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p1_seed=44,quantum_chebyshev,44,8,1,linear,200,100,0.1,,False,random,20,0.05,0.05,15,0.0,799.4030627440006,0.87,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=1p0_seed=45,quantum_chebyshev,45,6,2,linear,200,100,1.0,,False,random,20,0.05,0.05,22,0.0,553.7772359160008,0.94,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=10p0_seed=46,quantum_chebyshev,46,6,1,linear,200,100,10.0,,False,random,20,0.05,0.05,11,0.0,342.65042976399855,0.85,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=100p0_seed=45,quantum_chebyshev,45,6,2,linear,200,100,100.0,,False,random,20,0.05,0.05,22,0.0,490.7251941769937,0.96,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=6_C=100p0_seed=46,quantum_chebyshev,46,6,1,linear,200,100,100.0,,False,random,20,0.05,0.05,11,0.0,325.58737762999954,0.86,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=0p01_seed=46,quantum_chebyshev,46,6,2,linear,200,100,0.01,,False,random,20,0.05,0.05,22,0.0,470.95105445900117,0.86,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=10p0_seed=44,quantum_chebyshev,44,8,1,linear,200,100,10.0,,False,random,20,0.05,0.05,15,0.0,813.7933113780018,1.0,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=0p1_seed=46,quantum_chebyshev,46,6,2,linear,200,100,0.1,,False,random,20,0.05,0.05,22,0.0,464.93202290499903,0.89,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=100p0_seed=44,quantum_chebyshev,44,8,1,linear,200,100,100.0,,False,random,20,0.05,0.05,15,0.0,776.3239405689965,1.0,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=1p0_seed=46,quantum_chebyshev,46,6,2,linear,200,100,1.0,,False,random,20,0.05,0.05,22,0.0,461.4543821219995,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=10p0_seed=46,quantum_chebyshev,46,6,2,linear,200,100,10.0,,False,random,20,0.05,0.05,22,0.0,463.49364414100273,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=6_C=100p0_seed=46,quantum_chebyshev,46,6,2,linear,200,100,100.0,,False,random,20,0.05,0.05,22,0.0,468.5411344899985,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p1_seed=43,quantum_chebyshev,43,8,2,linear,200,100,0.1,,False,random,20,0.05,0.05,30,0.0,1103.3220851410006,0.87,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p1_seed=42,quantum_chebyshev,42,8,2,linear,200,100,0.1,,False,random,20,0.05,0.05,30,0.0,1115.4615143510018,0.87,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=1p0_seed=42,quantum_chebyshev,42,8,2,linear,200,100,1.0,,False,random,20,0.05,0.05,30,0.0,1118.047073681002,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=10p0_seed=42,quantum_chebyshev,42,8,2,linear,200,100,10.0,,False,random,20,0.05,0.05,30,0.0,1124.0381608980024,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p01_seed=42,quantum_chebyshev,42,8,2,linear,200,100,0.01,,False,random,20,0.05,0.05,30,0.0,1128.5437845929991,0.88,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=100p0_seed=42,quantum_chebyshev,42,8,2,linear,200,100,100.0,,False,random,20,0.05,0.05,30,0.0,1137.9266976750005,0.95,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p01_seed=43,quantum_chebyshev,43,8,2,linear,200,100,0.01,,False,random,20,0.05,0.05,30,0.0,1145.1344778140046,0.87,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=1p0_seed=43,quantum_chebyshev,43,8,2,linear,200,100,1.0,,False,random,20,0.05,0.05,30,0.0,1168.9063334579987,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=10p0_seed=43,quantum_chebyshev,43,8,2,linear,200,100,10.0,,False,random,20,0.05,0.05,30,0.0,1127.6352647999956,0.95,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p1_seed=45,quantum_chebyshev,45,8,1,linear,200,100,0.1,,False,random,20,0.05,0.05,15,0.0,865.9407572919954,0.97,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p01_seed=45,quantum_chebyshev,45,8,1,linear,200,100,0.01,,False,random,20,0.05,0.05,15,0.0,930.2216365440036,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=100p0_seed=43,quantum_chebyshev,43,8,2,linear,200,100,100.0,,False,random,20,0.05,0.05,30,0.0,1133.9766283800054,0.95,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=1p0_seed=45,quantum_chebyshev,45,8,1,linear,200,100,1.0,,False,random,20,0.05,0.05,15,0.0,866.3117178960019,0.99,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p01_seed=44,quantum_chebyshev,44,8,2,linear,200,100,0.01,,False,random,20,0.05,0.05,30,0.0,1143.7010278149974,0.81,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=10p0_seed=45,quantum_chebyshev,45,8,1,linear,200,100,10.0,,False,random,20,0.05,0.05,15,0.0,871.2413627259957,0.99,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=1p0_seed=44,quantum_chebyshev,44,8,2,linear,200,100,1.0,,False,random,20,0.05,0.05,30,0.0,1131.3765485210024,0.93,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p01_seed=46,quantum_chebyshev,46,8,1,linear,200,100,0.01,,False,random,20,0.05,0.05,15,0.0,813.7869499330045,0.81,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=0p1_seed=46,quantum_chebyshev,46,8,1,linear,200,100,0.1,,False,random,20,0.05,0.05,15,0.0,782.2325796209989,0.81,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p1_seed=44,quantum_chebyshev,44,8,2,linear,200,100,0.1,,False,random,20,0.05,0.05,30,0.0,1173.9729175640023,0.86,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=100p0_seed=45,quantum_chebyshev,45,8,1,linear,200,100,100.0,,False,random,20,0.05,0.05,15,0.0,872.2467894799993,0.99,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=1p0_seed=46,quantum_chebyshev,46,8,1,linear,200,100,1.0,,False,random,20,0.05,0.05,15,0.0,820.7469177489984,0.83,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=100p0_seed=44,quantum_chebyshev,44,8,2,linear,200,100,100.0,,False,random,20,0.05,0.05,30,0.0,1142.3805067739959,0.97,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p01_seed=45,quantum_chebyshev,45,8,2,linear,200,100,0.01,,False,random,20,0.05,0.05,30,0.0,1093.5296157310004,0.98,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p1_seed=45,quantum_chebyshev,45,8,2,linear,200,100,0.1,,False,random,20,0.05,0.05,30,0.0,1093.9869190690006,0.99,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=10p0_seed=44,quantum_chebyshev,44,8,2,linear,200,100,10.0,,False,random,20,0.05,0.05,30,0.0,1232.285645435004,0.97,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=100p0_seed=46,quantum_chebyshev,46,8,1,linear,200,100,100.0,,False,random,20,0.05,0.05,15,0.0,832.4076259619978,0.86,nan,nan
kernel=quantum_chebyshev_layers=1_traink=false_qubits=8_C=10p0_seed=46,quantum_chebyshev,46,8,1,linear,200,100,10.0,,False,random,20,0.05,0.05,15,0.0,885.463445055997,0.86,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=1p0_seed=45,quantum_chebyshev,45,8,2,linear,200,100,1.0,,False,random,20,0.05,0.05,30,0.0,1118.003997068001,1.0,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=10p0_seed=45,quantum_chebyshev,45,8,2,linear,200,100,10.0,,False,random,20,0.05,0.05,30,0.0,1148.197767565005,1.0,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=100p0_seed=45,quantum_chebyshev,45,8,2,linear,200,100,100.0,,False,random,20,0.05,0.05,30,0.0,1160.341913065,1.0,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p1_seed=46,quantum_chebyshev,46,8,2,linear,200,100,0.1,,False,random,20,0.05,0.05,30,0.0,1099.353860343006,0.84,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=0p01_seed=46,quantum_chebyshev,46,8,2,linear,200,100,0.01,,False,random,20,0.05,0.05,30,0.0,1148.7897315320006,0.84,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=1p0_seed=46,quantum_chebyshev,46,8,2,linear,200,100,1.0,,False,random,20,0.05,0.05,30,0.0,1088.9787871109947,0.94,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=10p0_seed=46,quantum_chebyshev,46,8,2,linear,200,100,10.0,,False,random,20,0.05,0.05,30,0.0,1117.5815813279987,0.96,nan,nan
kernel=quantum_chebyshev_layers=2_traink=false_qubits=8_C=100p0_seed=46,quantum_chebyshev,46,8,2,linear,200,100,100.0,,False,random,20,0.05,0.05,30,0.0,1122.781876369001,0.96,nan,nan
